dist_name_new_2010,samiti_name_new_2010,gp_new_2010
RAJSAMAND,RAILMAGRA,pipliahiran
RAJSAMAND,RAJSAMAND,farara
SAWAI MADHOPUR,BONLI,bhukha
SAWAI MADHOPUR,BONLI,bichhidona
SAWAI MADHOPUR,BONLI,bonli
SAWAI MADHOPUR,BONLI,chak biloli
SAWAI MADHOPUR,BONLI,gambheera
SAWAI MADHOPUR,BONLI,khirani
SAWAI MADHOPUR,BONLI,malarna chour
SAWAI MADHOPUR,BONLI,malarnadungar
SAWAI MADHOPUR,BONLI,nimod karel
SAWAI MADHOPUR,BONLI,sesa
SAWAI MADHOPUR,GANGAPUR CITY,hirapur
SAWAI MADHOPUR,KHANDAR,dungri
SAWAI MADHOPUR,KHANDAR,khijuri
SAWAI MADHOPUR,KHANDAR,pancholas
SAWAI MADHOPUR,KHANDAR,ravanjana chour
SAWAI MADHOPUR,SAWAI MADHOPUR,adalwarakala
SAWAI MADHOPUR,SAWAI MADHOPUR,balaria
SAWAI MADHOPUR,SAWAI MADHOPUR,bhagwatgarh
SAWAI MADHOPUR,SAWAI MADHOPUR,bhedola
SAWAI MADHOPUR,SAWAI MADHOPUR,chouth ka barwada
SAWAI MADHOPUR,SAWAI MADHOPUR,dahakava
SAWAI MADHOPUR,SAWAI MADHOPUR,didyach
SAWAI MADHOPUR,SAWAI MADHOPUR,jhopra
SAWAI MADHOPUR,SAWAI MADHOPUR,kushalta
SAWAI MADHOPUR,SAWAI MADHOPUR,mui
SAWAI MADHOPUR,SAWAI MADHOPUR,paonderapavdeda
SIKAR,DANTA RAMGARH,duvidha
SIKAR,DANTA RAMGARH,gowti
SIKAR,DANTA RAMGARH,khatu
SIKAR,DANTA RAMGARH,ladpur
SIKAR,DANTA RAMGARH,lamiya
SIKAR,DANTA RAMGARH,ralawata
SIKAR,DANTA RAMGARH,sami
SIKAR,DANTA RAMGARH,sangaliya
SIKAR,DHOD,anokhu
SIKAR,DHOD,dhond
SIKAR,DHOD,dujod
SIKAR,FATEHPUR,badusar
SIKAR,KHANDELA,burjaki dhani
SIKAR,KHANDELA,hathideh
SIKAR,KHANDELA,kalyanpura thoi
SIKAR,KHANDELA,thikaria gajsinghpura
SIKAR,KHANDELA,thoi
SIKAR,LACHHMANGARH,dehar ka bas
SIKAR,LACHHMANGARH,ganedi
SIKAR,LACHHMANGARH,ghirniya bada
SIKAR,LACHHMANGARH,mangluna
SIKAR,LACHHMANGARH,mirand
SIKAR,LACHHMANGARH,rulayani mali
SIKAR,LACHHMANGARH,susoth
SIKAR,NEEM KA THANA,ballupura
SIKAR,NEEM KA THANA,bega ki nangal
SIKAR,NEEM KA THANA,dalpatpura
SIKAR,NEEM KA THANA,deepwas
SIKAR,NEEM KA THANA,dokan
SIKAR,NEEM KA THANA,jeelo
SIKAR,NEEM KA THANA,khatkad ajmeri
SIKAR,NEEM KA THANA,makdi
SIKAR,NEEM KA THANA,mothuka
SIKAR,NEEM KA THANA,patan
SIKAR,NEEM KA THANA,raipur jageer
SIKAR,NEEM KA THANA,raipur patan
SIKAR,NEEM KA THANA,sanwalpura tanvran
SIKAR,NEEM KA THANA,toda
SIKAR,PIPRALI,bhadwasi
SIKAR,PIPRALI,katarthal
SIKAR,PIPRALI,ladhana
SIKAR,PIPRALI,nani
SIKAR,PIPRALI,ranoli
SIKAR,PIPRALI,rewasa
SIKAR,PIPRALI,shisu
SIKAR,PIPRALI,sujawas
SIKAR,SRI MADHOPUR,ajeetgarh
SIKAR,SRI MADHOPUR,chomu purohitan
SIKAR,SRI MADHOPUR,dadiya rampura
SIKAR,SRI MADHOPUR,divrala
SIKAR,SRI MADHOPUR,garh taknet
SIKAR,SRI MADHOPUR,jugrajpura
SIKAR,SRI MADHOPUR,kotdi dhayalan
SIKAR,SRI MADHOPUR,malakali
SIKAR,SRI MADHOPUR,patwari ka bas
SIKAR,SRI MADHOPUR,saroth
SIKAR,SRI MADHOPUR,sihodi
SIROHI,ABU ROAD,akarabhatta
SIROHI,REODAR,mandar
SIROHI,SIROHI,fungani
TONK,MALPURA,buda deval
TONK,MALPURA,diggi
TONK,MALPURA,lambaharisingh
TONK,MALPURA,soda bavdi
TONK,NEWAI,mahapura urg turdiya
TONK,NEWAI,titoli urf badgaon
TONK,TONK,bagdi
TONK,TONK,chougai
TONK,TONK,dardaturki
TONK,TONK,dodwadi
TONK,TONK,galod
TONK,TONK,joula
TONK,TONK,kureda
TONK,TONK,naner
TONK,TONK,nimbheda
TONK,TONK,pasrotiya
TONK,TONK,piplu
TONK,TONK,pyavdi
TONK,TONK,sandeda
TONK,UNIARA,suthda
UDAIPUR,BARGAON,bhuvana
UDAIPUR,BARGAON,shobhgpura
UDAIPUR,BHINDER,balathal
UDAIPUR,BHINDER,batharda khurd
UDAIPUR,BHINDER,goopari
UDAIPUR,BHINDER,keekawas
UDAIPUR,BHINDER,loonanda
UDAIPUR,BHINDER,maharaj ki kheri
UDAIPUR,BHINDER,malki toos
UDAIPUR,BHINDER,menar
UDAIPUR,BHINDER,nandwel
UDAIPUR,BHINDER,tarawat
UDAIPUR,BHINDER,tus dangiyan
UDAIPUR,BHINDER,vallabh nagar
UDAIPUR,GIRWA,bhalo ka guda
UDAIPUR,GIRWA,bhoiyon ki pacholi
UDAIPUR,GIRWA,bori
UDAIPUR,GIRWA,dantisar
UDAIPUR,GIRWA,dewari
UDAIPUR,GIRWA,jhamarkotda
UDAIPUR,GIRWA,kanpur
UDAIPUR,GIRWA,kot
UDAIPUR,GIRWA,lalpura
UDAIPUR,GIRWA,shishvi
UDAIPUR,GIRWA,titardi
UDAIPUR,GIRWA,vallabh
UDAIPUR,GOGUNDA,bhanpura
UDAIPUR,GOGUNDA,brahmano ka kalvana
UDAIPUR,GOGUNDA,chitrawas
UDAIPUR,GOGUNDA,dhundhi
UDAIPUR,GOGUNDA,diyan
UDAIPUR,GOGUNDA,karda
UDAIPUR,GOGUNDA,nandeshama
UDAIPUR,GOGUNDA,palasama
UDAIPUR,GOGUNDA,paner
UDAIPUR,GOGUNDA,punawali
UDAIPUR,GOGUNDA,singhara
UDAIPUR,GOGUNDA,suavton ka guda
UDAIPUR,GOGUNDA,tirol
UDAIPUR,GOGUNDA,visma
UDAIPUR,JHADOL,aamod
UDAIPUR,JHADOL,anjorli khas
UDAIPUR,JHADOL,birothi
UDAIPUR,JHADOL,madala
UDAIPUR,JHADOL,makradav
UDAIPUR,JHADOL,nichali sigari
UDAIPUR,JHADOL,phalasia
UDAIPUR,JHADOL,som
UDAIPUR,KHERWARA,balicha
UDAIPUR,KHERWARA,bhudar
UDAIPUR,KHERWARA,chhani
UDAIPUR,KHERWARA,ghori
UDAIPUR,KHERWARA,garnala kotda
UDAIPUR,KHERWARA,jalpaka
UDAIPUR,KHERWARA,kikawat
UDAIPUR,KHERWARA,kojawara
UDAIPUR,KHERWARA,mahuwal
UDAIPUR,KHERWARA,masaron ki obari
UDAIPUR,KHERWARA,nichla mandava
UDAIPUR,KHERWARA,pipli b
UDAIPUR,KHERWARA,rishabhdev
UDAIPUR,KOTRA,malva ka chourh
UDAIPUR,KOTRA,mewaron ka math
UDAIPUR,MAVLI,dholi magri
UDAIPUR,MAVLI,khemli
UDAIPUR,MAVLI,nandwel
UDAIPUR,MAVLI,palana kalan
UDAIPUR,MAVLI,palana khurd
UDAIPUR,MAVLI,rakhyawal
UDAIPUR,MAVLI,salera kalan
UDAIPUR,MAVLI,sindhu
UDAIPUR,MAVLI,veer dholiya
UDAIPUR,SALUMBAR,amlava
UDAIPUR,SALUMBAR,bhabrana
UDAIPUR,SALUMBAR,devgaon
UDAIPUR,SALUMBAR,jodhpurkhurd
UDAIPUR,SALUMBAR,kalyankala
UDAIPUR,SALUMBAR,malpur
UDAIPUR,SALUMBAR,manpur
UDAIPUR,SALUMBAR,matasula
UDAIPUR,SALUMBAR,morila
UDAIPUR,SALUMBAR,sheshpur
UDAIPUR,SARADA,amarpura
UDAIPUR,SARADA,bhorai
UDAIPUR,SARADA,gatod
UDAIPUR,SARADA,ghorasar
UDAIPUR,SARADA,intali
UDAIPUR,SARADA,javad
UDAIPUR,SARADA,kewarakhurd
UDAIPUR,SARADA,kharbar
UDAIPUR,SARADA,kunda
UDAIPUR,SARADA,kuradia
UDAIPUR,SARADA,palodra
UDAIPUR,SARADA,piladar
UDAIPUR,SARADA,sadkadi
UDAIPUR,SARADA,surkhan ka khera
UDAIPUR,SARADA,tokar
UDAIPUR,SARADA,veerpura
