district_name_eng_2010,block_name_eng_2010,gp_name_eng_2010,lgd_block_code,lgd_block_name,lgd_gp_code,lgd_gp_name,gp_match_type
Rampur,Saidnagar,Jatpura,2069,Saidnagar,84685,Jatpura,exact
Rampur,Saidnagar,Khimautiya Bakhti,2069,Saidnagar,84694,Khimotiya Bakhti,fuzzy
Rampur,Milk,Puraina,2068,Milak,84632,Puraina,exact
Rampur,Milk,Ladpur,2068,Milak,84607,Ladpur,exact
Rampur,Milk,Ehora,2068,Milak,84587,Jeohra,fuzzy
Rampur,Milk,Jiwayi Kadim,2068,Milak,84590,Jiwai Qadim,fuzzy
Rampur,Milk,Bhaunakpur,2068,Milak,84553,Bhaunakpur,exact
Rampur,Milk,Atai Nagar,2068,Milak,84546,Atai Nagar,exact
Rampur,Milk,Kamruddin Nagar,2068,Milak,84636,Qamruddin Nagar,fuzzy
Rampur,Milk,Param,2068,Milak,84625,Param,exact
Rampur,Milk,Purainiakalan,2068,Milak,84634,Purainia Kalan,fuzzy
Rampur,Milk,Purainia Khurd,2068,Milak,84635,Purainia Khurd,exact
Rampur,Milk,Karigan,2068,Milak,84595,Karinga,fuzzy
Rampur,Milk,Kripya Pandey,2068,Milak,84604,Kripya Pandey,exact
Rampur,Milk,Kripaya Happu,2068,Milak,84603,Kripya Happu,fuzzy
Rampur,Milk,Haraiya,2068,Milak,84579,Harraiya,fuzzy
Rampur,Milk,Duawat,2068,Milak,84572,Duawat,exact
Rampur,Milk,Thiria Vishnu,2068,Milak,84654,Thiria Vishnu,exact
Rampur,Milk,Vikrampur,2068,Milak,84656,Vikrampur,exact
Rampur,Milk,Ainjan Kheda,2068,Milak,84543,Ainjan Khera,fuzzy
Rampur,Milk,Chichouli,2068,Milak,84562,Chichauli,fuzzy
Rampur,Milk,Jagannathpur,2068,Milak,84583,Jagannathpur,exact
Rampur,Milk,Dhanelli Utri,2068,Milak,84567,Dhaneli Uttari,fuzzy
Rampur,Milk,Pashupura,2068,Milak,84626,Pashu Pura,fuzzy
Rampur,Milk,Maini,2068,Milak,84611,Maini,exact
Rampur,Milk,Lakhimpur Vishnu,2068,Milak,84605,Lakhimpur Vishnu,exact
Rampur,Milk,Sirra,2068,Milak,84652,Sirra,exact
Rampur,Milk,Singara,2068,Milak,84651,Singra,fuzzy
Rampur,Milk,Khanpur Jadid,2068,Milak,84599,Khanpur Jadid,exact
Rampur,Milk,Jiwanjadid,2068,Milak,84589,Jiwai Jadid,fuzzy
Rampur,Milk,Pajawa,2068,Milak,84624,Pajawa,exact
Rampur,Milk,Bhawarka,2068,Milak,84554,Bhavarka,fuzzy
Rampur,Milk,Ras India,2068,Milak,84641,Ras Dandia,fuzzy
Rampur,Milk,Halunagar,2068,Milak,84576,Halu Nagar,fuzzy
Rampur,Milk,higan nagala,2068,Milak,84580,Hinga Nagla,fuzzy
Rampur,Milk,Dharampur,2068,Milak,84568,Dharampura,fuzzy
Rampur,Milk,Narkheda,2068,Milak,84620,Narkhera,fuzzy
Rampur,Milk,Pipaliya Rajzada,2068,Milak,84630,Pipliya Raizada,fuzzy
Rampur,Milk,Mubarakpur,2068,Milak,84616,Mubarakpur,exact
Rampur,Milk,Madanagala,2068,Milak,84610,Mada Nagla,fuzzy
Rampur,Milk,Dhallia,2068,Milak,84564,Dhalliya,fuzzy
Rampur,Milk,Nipaniya,2068,Milak,84621,Nipnia,fuzzy
Rampur,Milk,Manouna,2068,Milak,84612,Manona,fuzzy
Rampur,Milk,Bhanwarki,2068,Milak,84555,Bhavarki,fuzzy
Rampur,Milk,Kajiapura,2068,Milak,84637,Kaziapura,fuzzy
Rampur,Milk,Gulam ganj,2068,Milak,84575,Gulamganj,fuzzy
Rampur,Milk,Chainpur,2068,Milak,84557,Chainpur,exact
Rampur,Milk,Hurmatnagar,2068,Milak,84581,Hurmat Nagar,fuzzy
Rampur,Milk,Simariya,2068,Milak,84650,Simaria,fuzzy
Rampur,Milk,Swaar khurd,2068,Milak,84653,Suar Khurd,fuzzy
Rampur,Milk,Gangapur kadeem,2068,Milak,84574,Gangapur Kadim,fuzzy
Rampur,Milk,ram nagaria,2068,Milak,84640,Ram Nagaria,exact
Rampur,Milk,janu nagar,2068,Milak,84585,Janu Nagar,exact
Rampur,Milk,Kapneri,2068,Milak,84593,Kapneri,exact
Rampur,Milk,mujhayana,2068,Milak,84617,Mujhiyana,fuzzy
Rampur,Milk,Kevalpur,2068,Milak,84597,Kewalpur,fuzzy
Rampur,Milk,Hardua,2068,Milak,84578,Hardua,exact
Rampur,Milk,Kalyanpur,2068,Milak,84591,Kalyanpur,exact
Rampur,Milk,Silai baDagaow,2068,Milak,84649,Silai Baragaon,fuzzy
Rampur,Milk,Jagatpur,2068,Milak,84584,Jagatpur,exact
Rampur,Milk,Dewari bujurg,2068,Milak,84563,Devri Buzurg,fuzzy
Rampur,Milk,Hardaspur,2068,Milak,84577,Hardaspur,exact
Rampur,Milk,Bhojipura,2068,Milak,84556,Bhojipura,exact
Rampur,Milk,Babura,2068,Milak,84547,Baboora,fuzzy
Rampur,Milk,Jhuniya,2068,Milak,84588,Jhunaiya,fuzzy
Rampur,Milk,Chandpura kadim,2068,Milak,84561,Chandpura Qadim,fuzzy
Rampur,Milk,Rooppur,2068,Milak,84645,Rooppur,exact
Rampur,Milk,Baknauri,2068,Milak,84549,Baknauri,exact
Rampur,Milk,Jasmauli,2068,Milak,84586,Jasmoli,fuzzy
Rampur,Milk,Lohapatti Bholanath,2068,Milak,84609,Loha Patti Bhola Nath,fuzzy
Rampur,Milk,Loha Patti Bhagirath,2068,Milak,84608,Loha Patti Bhagirath,exact
Rampur,Milk,Ashok Pur,2068,Milak,84545,Ashokpur,fuzzy
Rampur,Milk,Piplashinagar,2068,Milak,84631,Pipla Shivnagar,fuzzy
Rampur,Milk,Patiya,2068,Milak,84627,Patia,fuzzy
Rampur,Milk,Karimganj,2068,Milak,84594,Karimganj,exact
Rampur,Milk,Nagla Udai,2068,Milak,84618,Nagla Udai,exact
Rampur,Milk,Khata Chintaman,2068,Milak,84600,Khata Chintaman,exact
Rampur,Milk,Guld Peepalsana,2068,Milak,84629,Pepal Sana,fuzzy
Rampur,Milk,Saidoli,2068,Milak,84646,Saindoli,fuzzy
Rampur,Milk,Agapur,2068,Milak,84540,Agapur,exact
Rampur,Milk,Akoudan,2068,Milak,84544,Akonda,fuzzy
Rampur,Milk,Tirah,2068,Milak,84655,Tirah,exact
Rampur,Milk,Shyampur,2068,Milak,84647,Shyampur,exact
Rampur,Milk,DhaMora,2068,Milak,84565,Dhamora,exact
Rampur,Milk,Meghangala Kadim,2068,Milak,270332,Meghanagla Zadid,fuzzy
Rampur,Milk,Nankar,2068,Milak,84619,Nankar,exact
Rampur,Milk,Kamora,2068,Milak,84592,Kamora,exact
Rampur,Milk,Jodopur,2068,Milak,84582,Jadopur,fuzzy
Rampur,Milk,Duganpur,2068,Milak,84570,Duganpur,exact
Rampur,Milk,Ramnagar,2068,Milak,84639,Ram Nagar,fuzzy
Rampur,Milk,Khamaria,2068,Milak,84598,Khamria,fuzzy
Rampur,Milk,Sihaari,2068,Milak,84648,Sihari,fuzzy
Rampur,Milk,Dulichandpur,2068,Milak,84571,Duli Chandpur,fuzzy
Rampur,Milk,Raṭhaunḍā,2068,Milak,84642,Rathaunda,exact
Rampur,Milk,Rajpura,2068,Milak,84638,Rajpura,exact
Rampur,Milk,Aimi,2068,Milak,84541,Aimi,exact
Rampur,Milk,Purainiajadi,2068,Milak,84633,Purainia Jadid,fuzzy
Rampur,Milk,Dhanelopurvi,2068,Milak,84566,Dhaneli Poorvi,fuzzy
Rampur,Milk,Baragjeja,2068,Milak,84550,Bara Gajeja,fuzzy
Rampur,Milk,Jalif Nagla,2068,Milak,84657,Zalif Nagla,fuzzy
Rampur,Milk,Niswi,2068,Milak,84622,Nisvi,fuzzy
Rampur,Milk,Bhaisodi,2068,Milak,84552,Bhainsori,fuzzy
Rampur,Milk,Kyorar,2068,Milak,84596,Keorar,fuzzy
Rampur,Milk,Dharmpura,2068,Milak,84569,Dharmpur,fuzzy
Rampur,Milk,Barakhas,2068,Milak,84551,Bara Khas,fuzzy
Rampur,Milk,Chakiahayatnagar,2068,Milak,84559,Chakia Hayat Nagar,fuzzy
Rampur,Milk,Patna,2068,Milak,84628,Patna,exact
Bareilly,Alampur Jafrabaad,Rafiabad,1541,Aalampur Jafarabad,52770,Rafiabad,exact
Pilibhit,Bisalpur,Pahargunj,2024,Bisalpur,82013,Paharganj,fuzzy
Pilibhit,Bisalpur,Bhainpura,2024,Bisalpur,239120,Bhainpura,exact
Pilibhit,Bisalpur,Kasimpur,2024,Bisalpur,81993,Kasimpur,exact
Pilibhit,Bisalpur,Gujaraula,2024,Bisalpur,81986,Gajraula,fuzzy
Pilibhit,Bisalpur,Bhasurra,2024,Bisalpur,81977,Bhasunda,fuzzy
Pilibhit,Bisalpur,Hafiznagar Bannahi,2024,Bisalpur,81989,Hafiznagar Banhai,fuzzy
Pilibhit,Bisalpur,Amra Krod,2024,Bisalpur,81971,Amra Karor,fuzzy
Pilibhit,Bisalpur,Pakria Mangli,2024,Bisalpur,82014,Pakria Mangli,exact
Pilibhit,Bisalpur,Akbarganj Simara,2024,Bisalpur,81970,Akbarganj Simra,fuzzy
Pilibhit,Bisalpur,Chandpura,2024,Bisalpur,81979,Chandpura,exact
Pilibhit,Bisalpur,Sabepur,2024,Bisalpur,82026,Sabeypur,fuzzy
Pilibhit,Bisalpur,Ruria,2024,Bisalpur,82025,Ruriya,fuzzy
Pilibhit,Bisalpur,Khanpur Urf Viramppur,2024,Bisalpur,81996,Khanpur Urf Birampur,fuzzy
Pilibhit,Bisalpur,Nagaria Fatehpur,2024,Bisalpur,82012,Nagria Fatehpur Must.,fuzzy
Pilibhit,Bisalpur,Arjunpur,2024,Bisalpur,81973,Arjunpur Must.,fuzzy
Pilibhit,Bisalpur,Jasoli Diwali,2024,Bisalpur,81992,Jasauli Diwari,fuzzy
Pilibhit,Bisalpur,Sitaganj Navdia,2024,Bisalpur,82029,Sitarganj Navdia Must.,fuzzy
Pilibhit,Bisalpur,Kitnapur,2024,Bisalpur,81999,Kitnapur,exact
Pilibhit,Bisalpur,Mighona,2024,Bisalpur,82007,Mighauna,fuzzy
Pilibhit,Bisalpur,Sukatia Jaskaranpur,2024,Bisalpur,82031,Sukatia Jaskaranpur,exact
Pilibhit,Bisalpur,Gulainde Gautia,2024,Bisalpur,81988,Gulenda Gautia,fuzzy
Pilibhit,Bisalpur,Biharipur Kumirkha,2024,Bisalpur,81978,Biharipur Kamirkha,fuzzy
Pilibhit,Bisalpur,Imaliya Marauri,2024,Bisalpur,81990,Imalia Marauri,fuzzy
Pilibhit,Bisalpur,Bauni,2024,Bisalpur,81975,Bauni,exact
Pilibhit,Bisalpur,KhargpurKala,2024,Bisalpur,81997,Kharagpur Kalan,fuzzy
Pilibhit,Bisalpur,AhirpurNagla,2024,Bisalpur,81968,Ahirpura Nagla,fuzzy
Pilibhit,Bisalpur,Shivpuru Nadiya,2024,Bisalpur,82028,Shivpur Nawadia,fuzzy
Pilibhit,Bisalpur,Chathiya Sewaram,2024,Bisalpur,81980,Chathia Sewaram,fuzzy
Pilibhit,Bisalpur,Luhicha,2024,Bisalpur,82001,Luhichha,fuzzy
Pilibhit,Bisalpur,Rohanea,2024,Bisalpur,82024,Rohania,fuzzy
Pilibhit,Bisalpur,Raipur,2024,Bisalpur,82018,Raipur,exact
Pilibhit,Bisalpur,Mirpur Girand,2024,Bisalpur,82006,Meerpur Girand,fuzzy
Pilibhit,Bisalpur,Manpur Marori,2024,Bisalpur,82005,Manpur Marori,exact
Pilibhit,Bisalpur,Khandepur,2024,Bisalpur,81994,Khandepur,exact
Pilibhit,Bisalpur,Rasayankhanpur,2024,Bisalpur,82020,Rasiakhanpur,fuzzy
Pilibhit,Bisalpur,Daulatpur Hira,2024,Bisalpur,81985,Daulatpur Heera,fuzzy
Pilibhit,Bisalpur,Amritakhas,2024,Bisalpur,81972,Amrita Khas,fuzzy
Pilibhit,Bisalpur,Uganpur Marori,2024,Bisalpur,82032,Uganpur Marori,exact
Pilibhit,Bisalpur,Ahirwada,2024,Bisalpur,81969,Ahirwara Must.,fuzzy
Pilibhit,Bisalpur,Nagipur Akhaula,2024,Bisalpur,82011,Nagipur Akhola,fuzzy
Pilibhit,Bisalpur,Gowal Patipura,2024,Bisalpur,81987,Gobal Patipura,fuzzy
Pilibhit,Bisalpur,Kishni,2024,Bisalpur,81998,Kishni,exact
Pilibhit,Bisalpur,Richola Ghasi,2024,Bisalpur,82023,Richhola Ghasi Must.,fuzzy
Pilibhit,Bisalpur,Pataniya,2024,Bisalpur,82016,Patniya,fuzzy
Pilibhit,Bisalpur,Malkpur,2024,Bisalpur,82003,Malakpur,fuzzy
Pilibhit,Bisalpur,Lalor Gujranpur,2024,Bisalpur,82000,Lalor Gujranpur,exact
Pilibhit,Bisalpur,Jallau,2024,Bisalpur,81991,Jallapur,fuzzy
Pilibhit,Bisalpur,Chausarhardopatti,2024,Bisalpur,81981,Chausar Hardopatti Must.,fuzzy
Pilibhit,Bisalpur,Mahadeva,2024,Bisalpur,82002,Mahadewa,fuzzy
Pilibhit,Bisalpur,Mirpur vahanpur,2024,Bisalpur,82008,Mirpur Bahanpur,fuzzy
Pilibhit,Bisalpur,Abhayapur Chaina Nakti,2024,Bisalpur,81967,Abhaipur Chaina Nakti,fuzzy
Pilibhit,Bisalpur,Rajupur Kundri,2024,Bisalpur,82019,Rajpur Kandari,fuzzy
Pilibhit,Bisalpur,Richhola Sabal,2024,Bisalpur,82022,Richhaula Sawal,fuzzy
Pilibhit,Bisalpur,Chutkunaa,2024,Bisalpur,81984,Chutkuna,fuzzy
Pilibhit,Bisalpur,Mandara Suman,2024,Bisalpur,82004,Mandra Suman,fuzzy
Pilibhit,Bisalpur,Rasula,2024,Bisalpur,82021,Rasula Mustkil,fuzzy
Pilibhit,Bilsanda,Kuraiya Kalan,2023,Bilsanda,81928,Kuraiya Kalan,exact
Pilibhit,Bilsanda,Majhgawan,2023,Bilsanda,81930,Majhgawan,exact
Pilibhit,Bilsanda,Behti,2023,Bilsanda,81898,Behti,exact
Pilibhit,Bilsanda,Mar,2023,Bilsanda,81934,Mar,exact
Pilibhit,Bilsanda,Charkhaula,2023,Bilsanda,81904,Charkhaula,exact
Pilibhit,Bilsanda,Ghanshyampur,2023,Bilsanda,81910,Ghanshyampur,exact
Pilibhit,Bilsanda,Iradarpur Pagaar,2023,Bilsanda,81918,Iradatpur Pagar,fuzzy
Pilibhit,Bilsanda,Bamrauli,2023,Bilsanda,81895,Bamrauli,exact
Pilibhit,Bilsanda,Babura,2023,Bilsanda,81892,Baboora,fuzzy
Pilibhit,Bilsanda,Ruria Ghuria,2023,Bilsanda,81960,Ruria Ghuriya,fuzzy
Pilibhit,Bilsanda,Dhakia Jalalpur,2023,Bilsanda,81906,Dhakia Jalalpur,exact
Pilibhit,Bilsanda,Tilchi,2023,Bilsanda,81966,Tilchhi,fuzzy
Pilibhit,Bilsanda,Vilaspur,2023,Bilsanda,81901,Bilaspur,fuzzy
Pilibhit,Bilsanda,Mirpur Harrai,2023,Bilsanda,81938,Mirpur Harraipur,fuzzy
Pilibhit,Bilsanda,Chaparwa Kuyan,2023,Bilsanda,81903,Chaprua Kuiya,fuzzy
Pilibhit,Bilsanda,Hemppur,2023,Bilsanda,81916,Hempur,fuzzy
Pilibhit,Bilsanda,Sindhora Kharagpur,2023,Bilsanda,81963,Sindhaura Kharagpur,fuzzy
Pilibhit,Bilsanda,Kareli,2023,Bilsanda,81924,Kareli,exact
Pilibhit,Bilsanda,Pipariya Singipur,2023,Bilsanda,81955,Pipria Singhipur,fuzzy
Pilibhit,Bilsanda,Pandari Marauri,2023,Bilsanda,81951,Pandri Marauri,fuzzy
Pilibhit,Bilsanda,Ranth,2023,Bilsanda,81958,Rath,fuzzy
Pilibhit,Bilsanda,Kalyanpur Ta . Kareli,2023,Bilsanda,81921,Kalyanpur T. Kareli,fuzzy
Pilibhit,Bilsanda,Nagrarta,2023,Bilsanda,81944,Nagra Rata,fuzzy
Pilibhit,Bilsanda,Ghunghaura,2023,Bilsanda,81912,Ghunghaura,exact
Pilibhit,Bilsanda,Harrai,2023,Bilsanda,81914,Harrai,exact
Pilibhit,Bilsanda,Rampur Amrit,2023,Bilsanda,81956,Rampur Amrit,exact
Pilibhit,Bilsanda,Pipargahana,2023,Bilsanda,81954,Pipar Gehna,fuzzy
Pilibhit,Bilsanda,Bakainiya Rampur Amrit,2023,Bilsanda,81894,Bakainia T. Rampur Amrit,fuzzy
Pilibhit,Bilsanda,Nagariya Tulaangiria,2023,Bilsanda,81943,Nagariya Tulagiri,fuzzy
Pilibhit,Bilsanda,Deoria Kalan,2023,Bilsanda,81905,Deoria Kalan,exact
Pilibhit,Bilsanda,Kishanpur,2023,Bilsanda,81927,Kishanpur,exact
Pilibhit,Bilsanda,Kataiya,2023,Bilsanda,81925,Kataiya,exact
Pilibhit,Bilsanda,Bhadenagkanja,2023,Bilsanda,81899,Bhadeg Kanja,fuzzy
Pilibhit,Bilsanda,Akora,2023,Bilsanda,81890,Ankoda,fuzzy
Pilibhit,Bilsanda,Jamuniya Mahua,2023,Bilsanda,81919,Jamunia Mahua,fuzzy
Pilibhit,Bilsanda,AjamPur Barkhera,2023,Bilsanda,81891,Azampur Barkhera,fuzzy
Pilibhit,Bilsanda,Akbarabad,2023,Bilsanda,81886,Akbarabad,exact
Pilibhit,Bilsanda,Andaha,2023,Bilsanda,81889,Andha,fuzzy
Pilibhit,Bilsanda,Bada Gaon,2023,Bilsanda,81896,Baragaon,fuzzy
Pilibhit,Bilsanda,Ghurikhas,2023,Bilsanda,81913,Ghuri Khas,fuzzy
Pilibhit,Bilsanda,Kanpari,2023,Bilsanda,81922,Kanpari,exact
Pilibhit,Bilsanda,Naugawan Navinagar,2023,Bilsanda,81946,Naugawa Urf Navi Nagar,fuzzy
Pilibhit,Bilsanda,Manakapur,2023,Bilsanda,81932,Mankapur,fuzzy
Pilibhit,Bilsanda,Manpur Bisalpur,2023,Bilsanda,81933,Manpur Bisalpur,exact
Pilibhit,Bilsanda,Tehri,2023,Bilsanda,81964,Tehri,exact
Pilibhit,Bilsanda,Naugawan Santosh,2023,Bilsanda,81945,Naugawa Santosh,fuzzy
Pilibhit,Bilsanda,Wahadia,2023,Bilsanda,81893,Bahadia,fuzzy
Pilibhit,Bilsanda,Biharipur Hira,2023,Bilsanda,81900,Biharipur Heera,fuzzy
Pilibhit,Bilsanda,Nand,2023,Bilsanda,81942,Naand,fuzzy
Pilibhit,Bilsanda,Tedha Shriram,2023,Bilsanda,81965,Terha Shriram,fuzzy
Pilibhit,Bilsanda,Budhauli,2023,Bilsanda,81902,Budhauli,exact
Pilibhit,Bilsanda,Mavaiya,2023,Bilsanda,81936,Mawaiya,fuzzy
Pilibhit,Bilsanda,Dangawan,2023,Bilsanda,81907,Dhan Gawan,fuzzy
Pilibhit,Bilsanda,Karanpur Chak,2023,Bilsanda,81923,Karanpur Chak,exact
Pilibhit,Bilsanda,Mirpur Hemupura,2023,Bilsanda,81937,Mirpur Hamupura,fuzzy
Pilibhit,Bilsanda,Parewa Turraha,2023,Bilsanda,81952,Parewa Turrha,fuzzy
Pilibhit,Bilsanda,Baṛhēpurā Marauri,2023,Bilsanda,81897,Barhepura Marauri,exact
Pilibhit,Bilsanda,Nooranpur,2023,Bilsanda,81947,Nuranpur,fuzzy
Pilibhit,Bilsanda,Mudiya Ta O Pasgawan,2023,Bilsanda,81940,Mundia T.Pasgawan,fuzzy
Pilibhit,Bilsanda,Pasgawan,2023,Bilsanda,81953,Pasgawan,exact
Pilibhit,Bilsanda,Ghunghchaiyya,2023,Bilsanda,81911,Ghung Chaiya,fuzzy
Pilibhit,Bilsanda,Sangawan,2023,Bilsanda,81961,Sangawan,exact
Pilibhit,Bilsanda,Amkhiria Ta 0 Pagar,2023,Bilsanda,81888,Amkhirya T. Pagar,fuzzy
Pilibhit,Bilsanda,Simrauli,2023,Bilsanda,81962,Simrauli,exact
Pilibhit,Bilsanda,Rampur Basant,2023,Bilsanda,81957,Rampur Basant,exact
Pilibhit,Bilsanda,Manniyan,2023,Bilsanda,81931,Mania,fuzzy
Pilibhit,Bilsanda,Mudiya Bilhara,2023,Bilsanda,81939,Mundia Bilhara,fuzzy
Pilibhit,Bilsanda,Lilhar,2023,Bilsanda,81929,Lilhar,exact
Pilibhit,Marauri,sandaa,2026,Marori,82152,Sanda,fuzzy
Pilibhit,Marauri,Nyoria Husainpur,2026,Marori,82144,Neoria Husainpur,fuzzy
Pilibhit,Marauri,Mahof,2026,Marori,82134,Mahof,exact
Pilibhit,Marauri,Pandri,2026,Marori,82146,Pandari,fuzzy
Pilibhit,Marauri,Nyoria Khurd,2026,Marori,82145,Neoria Khurd,fuzzy
Pilibhit,Marauri,Bithoura Khurd,2026,Marori,82104,Bithaura Khurd,fuzzy
Pilibhit,Marauri,maithi saidullaganj,2026,Marori,82136,Maithi Saidulla Ganj,fuzzy
Pilibhit,Marauri,Bhamora,2026,Marori,82099,Bhamaura,fuzzy
Pilibhit,Marauri,Bithra,2026,Marori,82105,Bithra,exact
Pilibhit,Marauri,Auraiya,2026,Marori,267860,Kuraiya,fuzzy
Pilibhit,Marauri,Maidaana,2026,Marori,82135,Maidana,fuzzy
Pilibhit,Marauri,Gauhar,2026,Marori,82115,Gauhar,exact
Pilibhit,Marauri,ManDariA,2026,Marori,82137,Mandaria,exact
Pilibhit,Marauri,Rura Ramnagar,2026,Marori,82150,Rura Ramnagar,exact
Pilibhit,Marauri,Pipariya Aagru,2026,Marori,82148,Pipria Agru,fuzzy
Pilibhit,Marauri,Dahagla,2026,Marori,82109,Dahgala,fuzzy
Pilibhit,Marauri,Mangatpur,2026,Marori,82138,Mangadpur,fuzzy
Pilibhit,Marauri,Rampuraya Sirsa,2026,Marori,82149,Rampuria Sirsa,fuzzy
Pilibhit,Marauri,Chandoi,2026,Marori,82106,Chandoi,exact
Pilibhit,Marauri,Sirsa,2026,Marori,82155,Sirsa (Marori),fuzzy
Pilibhit,Marauri,Jaunapuri,2026,Marori,82123,Jauna Puri,fuzzy
Pilibhit,Marauri,Deshnagar,2026,Marori,82112,Desh Nager,fuzzy
Pilibhit,Marauri,Chidia Dah,2026,Marori,82108,Chidaiyadeh,fuzzy
Pilibhit,Marauri,Gauhaniya,2026,Marori,82114,Gauhania(Marori),fuzzy
Pilibhit,Marauri,Kaim,2026,Marori,82124,Kaim,exact
Pilibhit,Marauri,Basantapuram,2026,Marori,82097,Basantapur Mustqil,fuzzy
Pilibhit,Marauri,Mohanpur,2026,Marori,82141,Mohanpur,exact
Pilibhit,Marauri,Chatadang,2026,Marori,82107,Chat Dang,fuzzy
Pilibhit,Marauri,Saijna,2026,Marori,82151,Saijna,exact
Pilibhit,Marauri,Bhillaiaya Gaon Kheda,2026,Marori,82100,Bhilaiya Gaon Khera,fuzzy
Pilibhit,Marauri,Santoshpura,2026,Marori,82153,Santoshpura,exact
Pilibhit,Marauri,Manpur Hatuwa,2026,Marori,82133,Maanpur Hatua,fuzzy
Pilibhit,Marauri,Kalyanpur Naugawan,2026,Marori,82126,Kalayanpur Naugwan,fuzzy
Pilibhit,Marauri,Kaich,2026,Marori,82125,Kainch,fuzzy
Pilibhit,Marauri,Khag,2026,Marori,82131,Khag,exact
Pilibhit,Marauri,Jamunia,2026,Marori,82121,Jamunia,exact
Pilibhit,Marauri,dheram mandariya,2026,Marori,267769,Dheram Mandariya Saha,fuzzy
Pilibhit,Marauri,Sirsa Sardah,2026,Marori,82156,Sirsa Sardah Mustqil,fuzzy
Pilibhit,Marauri,Kanja Haraiya,2026,Marori,82128,Kanja Haraia,fuzzy
Pilibhit,Marauri,Jaitpur,2026,Marori,82092,Ajitpur,fuzzy
Pilibhit,Marauri,Gajraula Kalan,2026,Marori,82113,Gajraula Kalan Saharai,fuzzy
Pilibhit,Marauri,Banauli,2026,Marori,82096,Banausa,fuzzy
Pilibhit,Marauri,Amkheda,2026,Marori,82094,Amkhera,fuzzy
Pilibhit,Marauri,Karnpur,2026,Marori,82129,Karnapur-,fuzzy
Pilibhit,Marauri,Karor,2026,Marori,82130,Karod,fuzzy
Pilibhit,Marauri,Bahanpur,2026,Marori,82159,Vahanpur,fuzzy
Pilibhit,Marauri,Pipariya Bhajja,2026,Marori,82147,Piparia Bhaja,fuzzy
Pilibhit,Marauri,Laukaha,2026,Marori,82132,Laukha,fuzzy
Pilibhit,Marauri,Basthana,2026,Marori,82160,Vasthana,fuzzy
Pilibhit,Marauri,Sisaiya,2026,Marori,82157,Sisaiya,exact
Pilibhit,Marauri,Alakathan,2026,Marori,82093,Alakthan,fuzzy
Pilibhit,Marauri,Maktul,2026,Marori,82139,Maqtul,fuzzy
Pilibhit,Marauri,Bithora Kalan,2026,Marori,82103,Bithaura Kalan,fuzzy
Pilibhit,Barkheda,Ramnagar Jagatpur,2022,Barkhera,81876,Ramnagar Jagatpur,exact
Pilibhit,Barkheda,Diohana,2022,Barkhera,81830,Deohana,fuzzy
Pilibhit,Barkheda,Diorajpur,2022,Barkhera,81831,Deorajpur,fuzzy
Pilibhit,Barkheda,Pachpeda Ta 0 Shahpura,2022,Barkhera,81859,Pachpera Talluka Shahpura,fuzzy
Pilibhit,Barkheda,Musepurkalan,2022,Barkhera,81851,Mosepur Kalan,fuzzy
Pilibhit,Barkheda,Prithvipur,2022,Barkhera,81871,Prithipur,fuzzy
Pilibhit,Barkheda,Khajuria Pachpeda,2022,Barkhera,81841,Khajuria Panchpera,fuzzy
Pilibhit,Barkheda,Vikrampur,2022,Barkhera,81885,Vikrampur,exact
Pilibhit,Barkheda,Pandri Khamaria,2022,Barkhera,81863,Pandri Khamria,fuzzy
Pilibhit,Barkheda,Jorah Kalyanpur,2022,Barkhera,81837,Jeohra Kalyanpur,fuzzy
Pilibhit,Barkheda,Khamaria Pandari,2022,Barkhera,81842,Khamaria Pandri,fuzzy
Pilibhit,Barkheda,Shahpur,2022,Barkhera,81878,Shahpura,fuzzy
Pilibhit,Barkheda,Amdar,2022,Barkhera,81810,Aamdar,fuzzy
Pilibhit,Barkheda,Kajrabojhi,2022,Barkhera,81840,Kazar Bojhi,fuzzy
Pilibhit,Barkheda,Arsiya Bojh,2022,Barkhera,81814,Arsia Bojh,fuzzy
Pilibhit,Barkheda,Daulatpur Patti,2022,Barkhera,81829,Daulatpur Patti,exact
Pilibhit,Barkheda,Masit,2022,Barkhera,81850,Maseet,fuzzy
Pilibhit,Barkheda,Amkheda Lucknow,2022,Barkhera,81813,Amkhera Lucknow,fuzzy
Pilibhit,Barkheda,Bhopatpur,2022,Barkhera,81825,Bhopatpur,exact
Pilibhit,Barkheda,Dandia Raajhe,2022,Barkhera,81828,Dandia Raji,fuzzy
Pilibhit,Barkheda,Bahadur Pur Hukmi,2022,Barkhera,81816,Bahadurpur Hukmi,fuzzy
Pilibhit,Barkheda,Lucknow Kalan,2022,Barkhera,81847,Lucknow Kalan,exact
Pilibhit,Barkheda,Ghazipur Kunda,2022,Barkhera,81834,Gazipur Kunda,fuzzy
Pilibhit,Barkheda,Bhainsha Gwalpur,2022,Barkhera,81823,Bhainsana Gwalpur Must.,fuzzy
Pilibhit,Barkheda,Jagipur Jaitipur,2022,Barkhera,81836,Jagipur Jaitpur,fuzzy
Pilibhit,Barkheda,Kabulpur,2022,Barkhera,81874,Qabulpur,fuzzy
Pilibhit,Barkheda,Puraina,2022,Barkhera,81872,Puraina,exact
Pilibhit,Barkheda,Mudiya Hulas,2022,Barkhera,81853,Mundia Hulas,fuzzy
